Sample_ID,Area median,Area sd,Area skew,Perimeter median,Perimeter sd,Perimeter skew,Eccentricity median,Eccentricity sd,Eccentricity skew,Solidity median,Solidity sd,Solidity skew,Aspect.Ratio median,Aspect.Ratio sd,Aspect.Ratio skew,Intensity.Mean median,Intensity.Mean sd,Intensity.Mean skew,Intensity.Median median,Intensity.Median sd,Intensity.Median skew,Intensity.SD median,Intensity.SD sd,Intensity.SD skew,Intensity.Max median,Intensity.Max sd,Intensity.Max skew,Intensity.Min median,Intensity.Min sd,Intensity.Min skew,Intensity.Skew median,Intensity.Skew sd,Intensity.Skew skew,Texture.Contrast.Mean median,Texture.Contrast.Mean sd,Texture.Contrast.Mean skew,Texture.Contrast.Median median,Texture.Contrast.Median sd,Texture.Contrast.Median skew,Texture.Contrast.SD median,Texture.Contrast.SD sd,Texture.Contrast.SD skew,Texture.Contrast.Max median,Texture.Contrast.Max sd,Texture.Contrast.Max skew,Texture.Contrast.Min median,Texture.Contrast.Min sd,Texture.Contrast.Min skew,Texture.Homogeneity.Mean median,Texture.Homogeneity.Mean sd,Texture.Homogeneity.Mean skew,Texture.Homogeneity.Median median,Texture.Homogeneity.Median sd,Texture.Homogeneity.Median skew,Texture.Homogeneity.SD median,Texture.Homogeneity.SD sd,Texture.Homogeneity.SD skew,Texture.Homogeneity.Max median,Texture.Homogeneity.Max sd,Texture.Homogeneity.Max skew,Texture.Homogeneity.Min median,Texture.Homogeneity.Min sd,Texture.Homogeneity.Min skew,Texture.Energy.Mean median,Texture.Energy.Mean sd,Texture.Energy.Mean skew,Texture.Energy.Median median,Texture.Energy.Median sd,Texture.Energy.Median skew,Texture.Energy.SD median,Texture.Energy.SD sd,Texture.Energy.SD skew,Texture.Energy.Max median,Texture.Energy.Max sd,Texture.Energy.Max skew,Texture.Energy.Min median,Texture.Energy.Min sd,Texture.Energy.Min skew,Texture.Correlation.Mean median,Texture.Correlation.Mean sd,Texture.Correlation.Mean skew,Texture.Correlation.Median median,Texture.Correlation.Median sd,Texture.Correlation.Median skew,Texture.Correlation.SD median,Texture.Correlation.SD sd,Texture.Correlation.SD skew,Texture.Correlation.Max median,Texture.Correlation.Max sd,Texture.Correlation.Max skew,Texture.Correlation.Min median,Texture.Correlation.Min sd,Texture.Correlation.Min skew,Cell Number
TCGA-50-5944-01A,-0.150174441,-0.167449402,-0.19890987,-0.121939993,-0.125107541,-0.148088619,0.011320165,-0.042053864,-0.031395728,-0.000297763,-0.001073426,0.126392178,-0.034579917,-0.245221373,-0.189917034,-0.131787383,-0.093171458,-0.006525349,-0.14052464,-0.041144361,0.013120325,0.014909686,-0.086280159,0.000934366,-0.020122804,-0.198689732,0.278324506,-0.175487514,-0.101653672,0.013113551,0.061796318,-0.009442705,0.00487692,-0.135072985,-0.125760277,-0.070357688,-0.126557363,-0.126638303,-0.07748135,-0.120776236,-0.146167486,-0.125902149,-0.13185796,-0.133162265,-0.086432129,-0.117586856,-0.12741947,-0.070040243,-0.033531232,-0.071974825,-0.072405088,-0.020275999,-0.076747112,-0.044814076,0.052173701,-0.088571614,-0.214998669,0.034239056,-0.084855878,-0.073504826,-0.056750531,-0.070880604,-0.077590125,-0.01304885,-0.09815212,-0.076126759,-0.030858453,-0.0888871,-0.065936678,0.054973098,-0.085508017,-0.202375793,0.032445627,-0.090058977,-0.081532227,-0.062768599,-0.093591342,-0.084997194,-0.137775313,-0.059841576,-0.074575338,-0.131989881,-0.081225296,-0.113833947,-0.040767678,-0.190800203,-0.310863658,-0.086556486,-0.094114374,-0.273588988,-0.138395351,-0.100327346,0.03899816,0.120393137
TCGA-50-6591-01A,-0.198742935,-0.190160612,-0.216943052,-0.143953716,-0.113485727,-0.13947205,-0.010727557,-0.035078512,0.020418392,-0.140103692,0.056650185,0.134636239,-0.053742242,-0.255357526,-0.221895897,-0.16338669,-0.040245667,0.060298642,-0.135129114,-0.026428752,0.085765753,-0.029023215,-0.088343583,-0.021753632,-0.079853751,-0.194628895,0.283494599,-0.216833236,-0.066514096,-0.034768533,0.090282496,-0.028270518,-0.046250959,-0.182456657,-0.109288734,-0.05040551,-0.187052795,-0.110475525,-0.050741067,-0.208423689,-0.172020403,-0.146782919,-0.192550052,-0.111211545,-0.05980518,-0.16478116,-0.09942803,-0.048633451,0.038814319,-0.047289897,-0.104799971,0.063962687,-0.053729866,-0.085859173,0.061255733,-0.083253768,-0.211862821,0.044039284,-0.056254893,-0.093714936,-0.007854019,-0.036701407,-0.086373353,0.040111481,-0.038404698,-0.119492343,0.036769549,-0.035085064,-0.093545788,0.094785197,-0.061513191,-0.208196019,0.083953477,-0.044381859,-0.09058828,-0.019945617,-0.03372156,-0.108191982,-0.163238818,-0.133445492,-0.117375225,-0.161741022,-0.136068178,-0.142354594,-0.107934561,-0.143930595,-0.336116542,-0.142206858,-0.137940196,-0.304082993,-0.115690167,-0.125089311,0.006424729,0.228742339
TCGA-50-6595-01A,-0.1896788,-0.143201787,-0.216995367,-0.180794889,-0.153413872,-0.156861561,-0.013609451,-0.043380034,-0.049553493,-0.040012849,0.056707679,0.110885139,-0.055131386,-0.206300639,-0.26136719,-0.120001672,-0.022046657,0.039689147,-0.077153096,0.001062964,0.040933664,0.0411596,-0.106024013,-0.024847899,-0.081360188,-0.123466891,0.280133655,-0.110367488,-0.12168305,0.020011073,0.040938756,-0.041449499,0.017378794,-0.109888746,-0.141285483,-0.052370737,-0.116414196,-0.140982547,-0.047860935,-0.108527319,-0.141880284,-0.126102809,-0.110966123,-0.140301782,-0.049782349,-0.106592023,-0.136345049,-0.047106974,-0.040381002,-0.058833319,-0.077130048,-0.052098444,-0.06791558,-0.075615447,0.041558891,-0.117605761,-0.177331311,-0.048463529,-0.06852029,-0.066841361,-0.074731136,-0.09211772,-0.050919616,-0.014224152,-0.065079072,-0.091039472,-0.027901531,-0.067704806,-0.086932161,0.080435631,-0.099756747,-0.178806276,0.016872587,-0.072605778,-0.072804423,-0.056800311,-0.102371491,-0.074964193,-0.19072857,-0.110145753,-0.069178446,-0.178206622,-0.111677948,-0.077807599,-0.073084586,-0.193681284,-0.295439748,-0.134037628,-0.140939163,-0.242054755,-0.169819596,-0.109174047,0.030574781,0.333549093
TCGA-50-6673-01A,-0.293694624,-0.212047376,-0.192697501,-0.219132756,-0.095809532,-0.099262214,-0.059823383,-0.057449979,-0.02982327,-0.166243267,0.054554287,0.204168215,-0.110375283,-0.280098944,-0.160458036,-0.231586463,-0.204480888,0.055350321,-0.22984321,-0.174963366,0.055129269,0.053525571,-0.199194272,-0.056740025,-0.186059374,-0.192641862,0.296230207,-0.246775218,-0.212108785,0.134842347,0.055661529,-0.031240316,-0.018111613,-0.228959737,-0.227323454,-0.092739575,-0.233729676,-0.226396754,-0.083202849,-0.285252599,-0.249868828,-0.170566856,-0.240770061,-0.235357692,-0.097745569,-0.200291813,-0.233844384,-0.08265171,0.012697375,-0.091956438,-0.079429682,0.033822959,-0.07203715,-0.070737961,0.111749347,-0.11726395,-0.234235644,0.08403761,-0.096596579,-0.114838282,-0.046571769,-0.083261937,-0.083501752,0.055690784,-0.084991265,-0.113297254,0.027585806,-0.06919554,-0.091121048,0.209157208,-0.084901828,-0.237378816,0.122072636,-0.100290591,-0.124933858,-0.044161319,-0.085550739,-0.086679233,-0.230368414,-0.11984488,-0.019859002,-0.219072616,-0.148107045,-0.08247617,-0.144220969,-0.226186033,-0.355665728,-0.217513082,-0.147540029,-0.150481111,-0.206664953,-0.126757203,0.056250899,0.062458223
TCGA-55-6980-01A,-0.182590251,-0.204168002,-0.238261632,-0.137102675,-0.189701646,-0.177858465,-0.032179102,-0.009735573,0.046807508,-0.179664904,0.029298181,0.157535957,-0.067498489,-0.223966359,-0.241953301,-0.313006481,-0.262994096,-0.024062752,-0.242393032,-0.251880536,-0.011006369,-0.307114418,-0.243071803,0.113958065,-0.485464622,-0.193991573,0.241420868,-0.056846601,-0.243826735,-0.091749053,0.072429478,-0.172758796,-0.0022467,-0.402728508,-0.383138798,-0.106968122,-0.409198233,-0.38894093,-0.120904645,-0.342289071,-0.338752733,-0.145644847,-0.411228522,-0.372708049,-0.051114257,-0.392072907,-0.372315764,-0.059907645,0.06818027,-0.121085269,-0.044231844,0.059197264,-0.101685662,-0.003855963,0.104898786,-0.082098615,-0.14931679,0.071263548,-0.116455477,-0.134171251,0.048209584,-0.124419593,-0.066304741,0.090688951,-0.058127676,-0.073183606,0.065785485,-0.064615818,-0.055899092,0.102438169,-0.110957904,-0.104225179,0.101530646,-0.089623207,-0.089514048,0.013641341,-0.082232306,-0.093395099,-0.146989457,-0.138017288,-0.023616072,-0.138367027,-0.115090037,-0.051336055,-0.140088477,-0.170967478,-0.237407713,-0.148042938,-0.157442456,-0.226892299,-0.161504434,-0.145289954,-0.01675216,0.324431189
TCGA-55-6981-01A,-0.158388296,-0.156551402,-0.245113683,-0.109287082,-0.166921852,-0.160562601,-0.061162062,-0.014088306,-0.028381574,-0.162484753,0.081625988,0.033585823,-0.107526293,-0.104310397,-0.26779076,-0.374468957,-0.177726007,0.131834971,-0.360872635,-0.135145451,0.171907609,-0.184115025,-0.217758094,-0.051742275,-0.422103175,-0.170956893,0.276177258,-0.222794054,-0.186884111,0.023301591,0.151104571,-0.071541301,-0.042708683,-0.40807752,-0.328398613,-0.053118204,-0.411359539,-0.342767081,-0.078994533,-0.350808889,-0.364509501,-0.131236832,-0.408795146,-0.331871353,-0.070529278,-0.400890437,-0.342337458,-0.036513014,0.088371475,-0.073756497,-0.097979244,0.118688297,-0.098187404,-0.096609422,0.060616442,0.032263046,-0.1460713,0.129932027,-0.011137683,-0.116749228,0.090309043,-0.038573314,-0.164405092,0.025999052,-0.055861202,-0.105011143,0.024728383,-0.044577931,-0.093200649,0.147948015,-0.044780999,-0.158111283,0.121260217,-0.067846636,-0.105828061,-0.013611004,-0.040424964,-0.140571933,-0.172741627,-0.182054991,-0.093829087,-0.157894877,-0.174206513,-0.109152502,0.01039352,-0.094641766,-0.164604393,-0.211114427,-0.110490478,-0.174716435,-0.10946594,-0.208086712,-0.006622641,0.215435938
TCGA-55-8096-01A,-0.315269564,-0.329077857,-0.226552443,-0.27579664,-0.307173214,-0.186816308,-0.099862138,-0.039207277,-0.068988481,-0.248288036,0.125078959,0.171388585,-0.13736008,-0.320036412,-0.333741039,-0.357476578,-0.262731528,0.103744179,-0.319987404,-0.242171409,0.046808427,-0.107833001,-0.254047601,-0.086750308,-0.394973691,-0.11791864,0.234786234,-0.281314409,-0.26630461,0.065290901,0.057724625,-0.171399029,0.016407854,-0.370034163,-0.378675029,0.050642045,-0.36207759,-0.383373284,0.021903848,-0.310821414,-0.336358144,-0.107748887,-0.362835171,-0.394375238,-0.073535437,-0.344444308,-0.377124615,-0.06099008,0.081982198,-0.183948173,-0.10750268,0.087005011,-0.160415527,-0.075760523,0.189380992,-0.174973114,-0.224723294,0.151957908,-0.13748955,-0.089292274,0.04256139,-0.170499533,-0.120859184,0.065894188,-0.157259351,-0.141685601,0.078844212,-0.122841019,-0.092563823,0.198482063,-0.121276864,-0.209251871,0.136188047,-0.121230286,-0.119342093,0.027639461,-0.146770936,-0.113398173,-0.292213951,-0.317611826,-0.124019772,-0.300053034,-0.311288284,-0.102010457,-0.191430853,-0.225638877,-0.250884392,-0.319171323,-0.311224096,-0.215584363,-0.263850772,-0.293168886,-0.068119203,0.436107602
TCGA-55-8206-01A,-0.249797974,-0.182345521,-0.207098775,-0.258351762,-0.240218153,-0.165720032,-0.010491701,-0.059120444,-0.012222179,-0.034306124,0.076622015,0.063597832,-0.044727241,-0.140743845,-0.253519017,-0.279278651,-0.155178983,0.149059759,-0.257865676,-0.176215072,0.211197919,-0.073662503,-0.193533436,-0.176460526,-0.229989598,-0.073694422,0.237126115,-0.39212938,-0.126116276,0.138049177,0.137500877,-0.112854904,-0.088076614,-0.303240293,-0.226731237,0.04850999,-0.318672078,-0.214093236,0.082105674,-0.279637667,-0.223257139,-0.13233872,-0.309364362,-0.262654965,-0.006378102,-0.3255898,-0.226742605,-0.007080742,-0.046917601,-0.142035067,-0.120939465,-0.071208978,-0.130089347,-0.109659062,0.120380612,-0.107166919,-0.176475078,-0.088739202,-0.161371787,-0.119910136,-0.127995851,-0.162993176,-0.12670772,-0.017764997,-0.138123533,-0.086666989,-0.073070959,-0.114604454,-0.056735509,0.07042007,0.064987831,-0.15022146,-0.016450005,-0.086436785,-0.070797053,-0.104895361,-0.152453038,-0.123142624,-0.311378912,-0.215858177,-0.084446054,-0.27206666,-0.202849206,-0.100414019,-0.044921199,-0.162825161,-0.24396518,-0.28321333,-0.193999501,-0.169826931,-0.239726684,-0.226883898,-0.076159275,0.314551011
TCGA-55-8506-01A,-0.123490696,-0.209847938,-0.207637018,-0.092642662,-0.143188782,-0.219591161,0.087143964,-0.041753931,-0.040579287,-0.018583573,0.137691272,0.039428992,0.052091543,-0.257733403,-0.287819694,-0.169810327,-0.114274137,0.082200742,-0.129015794,-0.074944006,0.126590544,-0.246430331,-0.041005116,0.005741901,-0.252915198,-0.085265577,0.227627727,-0.273753182,-0.109877238,0.016653036,0.11873243,-0.003283322,-0.00401444,-0.290702073,-0.140858509,0.014701057,-0.303123897,-0.10491496,-0.024537584,-0.229962933,-0.110370108,-0.063739907,-0.30122135,-0.160561508,-0.048081711,-0.310186497,-0.217680548,0.046419728,0.020708744,-0.027691103,-0.079738019,-0.009507137,-0.020827615,-0.074764016,0.064454142,-0.079354702,-0.182751707,0.075622323,0.052921463,-0.058201858,0.009812975,-0.076722837,-0.10258343,-0.011207902,-0.040993655,-0.134732167,-0.030677035,-0.004662772,-0.111942329,0.071986892,-0.10760023,-0.187115822,-0.0221397,0.018014622,-0.074192204,-0.028878287,-0.037884644,-0.163648453,-0.043507443,-0.175770348,-0.059219898,-0.038395773,-0.208993843,-0.101352543,-0.075864353,-0.090233466,-0.152560057,-0.059808997,-0.182924262,-0.250681699,-0.130766511,-0.137169666,-0.096030446,0.396022048
TCGA-55-A48Z-01A,-0.190802582,-0.10934615,-0.209644636,-0.145506984,-0.106242058,-0.144443494,-0.019430144,-0.026125084,-0.021502649,-0.010976974,0.016215786,0.141293639,-0.064283353,-0.206451313,-0.191493788,-0.093044534,-0.021099705,-0.028534921,-0.076011057,-0.034835266,-0.024102836,-0.015950805,-0.007288767,0.009215715,-0.048837013,-0.189391781,0.291418437,-0.138022259,0.000887147,-0.032692354,-0.075622735,-0.08591057,-0.005903527,-0.072770552,-0.093047581,-0.040803248,-0.08079945,-0.093980239,-0.053857088,-0.084243668,-0.121870445,-0.163235778,-0.073502074,-0.113984844,-0.054621708,-0.065426237,-0.0904426,-0.072813405,-0.042514973,-0.060905462,-0.051185842,-0.027362585,-0.062894533,-0.037113569,0.046056044,-0.123337262,-0.240768449,-0.061914257,-0.088668978,-0.07152584,-0.074301634,-0.057109179,-0.051703745,-0.051645328,-0.070468172,-0.071030558,-0.052003229,-0.061492426,-0.041571193,0.090693753,-0.091907267,-0.235494087,0.00283456,-0.067486467,-0.085596299,-0.089075532,-0.076750029,-0.075995122,-0.124035426,-0.037859555,-0.097884385,-0.114619668,-0.041667463,-0.152078268,-0.029013977,-0.14584598,-0.312227381,-0.049060766,-0.091980681,-0.193267624,-0.126092111,-0.048732583,0.037089464,0.098648406
TCGA-55-A57B-01A,-0.145753803,-0.177459092,-0.226536954,-0.122332098,-0.122444057,-0.164887088,-0.044086505,0.012416842,0.004582951,-0.064853049,-0.007424869,0.121115885,-0.085835753,-0.229844387,-0.198200273,-0.025448237,-0.053938581,0.050381737,0.029340906,-0.039541521,0.090493516,0.051042292,-0.041068578,-0.066953079,-0.065300335,-0.248854432,0.315637737,-0.171563708,-0.052669126,0.0292995,0.023150612,-0.036393383,-0.031773732,-0.09337567,-0.04821154,-0.057337493,-0.094416764,-0.051535135,-0.045794569,-0.13198384,-0.124906885,-0.165393218,-0.090639349,-0.054600162,-0.056111205,-0.092010985,-0.067468009,-0.034089354,-0.023451389,-0.071455049,-0.086128315,-0.015830658,-0.071723463,-0.078621293,0.023014756,-0.121565046,-0.246513119,-0.001256368,-0.059115191,-0.098221051,-0.063986907,-0.077863605,-0.077856677,-0.003886917,-0.081637733,-0.122359929,-0.033199572,-0.07309775,-0.091803294,0.081967098,-0.083807318,-0.265836213,0.00892893,-0.062185446,-0.109620444,-0.068331058,-0.08152436,-0.108793329,-0.111626779,-0.092011456,-0.102136568,-0.11704691,-0.082120113,-0.14342937,-0.038951154,-0.170977131,-0.341941334,-0.09298073,-0.098557889,-0.133226686,-0.105379998,-0.087777671,-0.000293344,0.204871635
TCGA-62-8394-01A,-0.159168261,-0.227891667,-0.251193772,-0.162089025,-0.20724499,-0.18930526,-0.102153818,-0.071994636,0.013280717,0.028388339,0.02489193,0.177226831,-0.145961133,-0.19269384,-0.175133148,-0.07603879,-0.084728479,-0.050855923,-0.021926323,-0.022821585,-0.080900823,0.061888632,0.015941008,-0.046626981,-0.061840239,-0.230218753,0.302978501,-0.073139985,-0.021713738,-0.1173057,-0.044436764,-0.064017852,-0.073021984,-0.051523419,-0.222298528,-0.093923433,-0.050715788,-0.218337987,-0.078390494,-0.054544002,-0.191963117,-0.209121496,-0.051871993,-0.214677829,-0.138114887,0.003823055,-0.208312147,-0.004223994,-0.091237479,-0.112169263,-0.083673467,-0.08905212,-0.119520408,-0.084715361,0.092790189,-0.187468458,-0.251190869,-0.11236612,-0.121941264,-0.07990351,-0.160535195,-0.119048317,-0.047482123,-0.10582522,-0.109996276,-0.07276145,-0.10558491,-0.117307162,-0.092576635,0.094953014,-0.144697928,-0.2841596,-0.039107769,-0.116557178,-0.087248971,-0.167088464,-0.106071714,-0.089429044,-0.183874597,-0.075669341,0.014811227,-0.18276629,-0.081564353,-0.074106005,-0.009246444,-0.169152417,-0.299659836,-0.118679954,-0.063292808,-0.09435169,-0.236279872,-0.110702427,0.106787339,0.124272364
TCGA-62-8397-01A,-0.081383437,-0.225518085,-0.28622001,-0.05016606,-0.133792201,-0.235803807,-0.010018081,-0.040315053,-0.035689723,-0.031581348,0.018173252,0.156377358,-0.060649376,-0.283433911,-0.153507051,-0.250818539,-0.130106107,0.146945256,-0.258219613,-0.067619107,0.145762055,0.188822583,-0.192367529,-0.114876911,-0.119690136,-0.234814113,0.3007083,-0.259537774,-0.22712638,0.169928937,0.072410961,-0.070438593,-0.109770447,-0.18115103,-0.190054236,0.016499456,-0.180983079,-0.191629448,0.018613051,-0.216591899,-0.237993899,-0.118686252,-0.18091184,-0.197766721,-0.01316016,-0.150862889,-0.186115112,-0.006036276,0.080601867,-0.063303975,-0.11654778,0.071744613,-0.061568956,-0.117460664,0.001667242,-0.153912066,-0.202269223,0.092060657,-0.098264863,-0.117438617,0.053017791,-0.032450713,-0.141138326,0.04076373,-0.022564301,-0.136268004,0.042624047,-0.036494726,-0.135496217,0.125592815,-0.097963172,-0.223699041,0.130654181,-0.070271456,-0.150267972,-0.094765777,-0.008925953,-0.139842059,-0.100162015,-0.066935653,-0.149578606,-0.086309679,-0.066658797,-0.179404495,-0.194560798,-0.19575152,-0.321358344,-0.082487264,-0.12023418,-0.198979468,-0.051605093,-0.066061124,-0.054748812,0.121338941
TCGA-62-8402-01A,-0.179414163,-0.207714799,-0.232617131,-0.199659916,-0.199800662,-0.158675833,-0.077691004,-0.015902874,-0.011474623,0.066908897,0.07073555,0.087061669,-0.115026181,-0.255351803,-0.209451,-0.281884768,-0.009241795,0.169215359,-0.266643343,0.100067109,0.161603972,0.160598482,-0.23870079,-0.142156298,-0.21906859,-0.175813352,0.266524352,-0.257409848,-0.265253906,0.150592677,0.222631856,0.020119964,-0.032619673,-0.243859116,-0.26028909,0.045525126,-0.24246938,-0.263772676,0.025870655,-0.240467284,-0.267878944,-0.110173548,-0.243082603,-0.266533801,0.02716207,-0.238341139,-0.257777089,0.036032066,-0.095678674,-0.152386806,-0.08391861,-0.072844743,-0.149831603,-0.065332925,-0.057321346,-0.161517293,-0.187329921,-0.103698074,-0.111249112,-0.086243026,-0.088028116,-0.149402283,-0.044220384,-0.067969697,-0.139279406,-0.082375989,-0.079078159,-0.128956679,-0.080889456,0.006606846,-0.111427188,-0.223674189,-0.053368591,-0.095297928,-0.078077491,-0.155234531,-0.149531603,-0.066363355,-0.242192986,-0.257837945,-0.105690696,-0.239143787,-0.259618711,-0.158981549,-0.180137153,-0.212727951,-0.319987298,-0.259281448,-0.236689073,-0.275465253,-0.213676961,-0.2671025,-0.042902137,0.286635076
TCGA-62-A46U-01A,-0.145068571,-0.130037282,-0.197855781,-0.120825452,-0.048069768,-0.116731387,-0.007487058,0.001883935,0.032307594,-0.052011923,-0.004082828,0.114065206,-0.049340279,-0.232730051,-0.185356223,-0.114445165,0.040341714,-0.102386364,-0.034816608,0.080394774,-0.127575558,-0.099766401,-0.016314163,0.130702829,-0.228906814,-0.217073403,0.30418336,0.018707315,-0.042921677,-0.077342217,-0.124658989,0.008082185,-0.024345886,-0.12281603,-0.130312635,-0.063103158,-0.118942229,-0.132885173,-0.058286208,-0.158656996,-0.147214023,-0.149178739,-0.13317217,-0.137066256,-0.085114422,-0.120628676,-0.149653835,-0.034154842,-0.006157977,-0.064272967,-0.063333248,0.00740437,-0.05554905,-0.053948479,0.043817436,-0.103553463,-0.23207913,0.016579958,-0.056027985,-0.063914964,-0.034249059,-0.053824297,-0.077910545,0.025583058,-0.038981684,-0.076132685,0.006761185,-0.031161743,-0.057190072,0.06764416,-0.082131056,-0.249001649,0.053259749,-0.055465591,-0.076131445,-0.030708308,-0.070619385,-0.089797073,-0.109142654,-0.024197641,-0.107252697,-0.085606394,-0.036582612,-0.162425917,-0.019762015,-0.168739381,-0.318047225,-0.061879276,-0.111530519,-0.186941262,-0.117890001,-0.02319251,0.049737048,0.238985673
TCGA-64-1681-01A,-0.194847388,-0.210573725,-0.202092317,-0.147181109,-0.211938774,-0.133002904,-0.030041633,-0.015728065,0.008128564,-0.037883989,0.0144322,0.119029624,-0.071400028,-0.305527243,-0.244824705,-0.172151921,-0.15450527,0.022592896,-0.129325901,-0.145859361,0.012560472,-0.243598242,-0.144660205,-0.053642109,-0.293448343,-0.150391055,0.278699539,-0.102778622,-0.17096442,0.006497392,0.007056576,-0.081263101,-0.013957456,-0.298403538,-0.273825158,-0.043284544,-0.305603798,-0.271984532,-0.050047523,-0.247714814,-0.266837796,-0.120486251,-0.306752115,-0.294076016,-0.073990707,-0.305362305,-0.263959097,-0.041359098,-0.055654692,-0.144561389,-0.029935615,-0.039166044,-0.121391746,-0.038114931,0.109445905,-0.108610904,-0.217463008,0.000199647,-0.092998782,-0.079965496,-0.101664852,-0.147936518,-0.06590604,-0.065068356,-0.15167837,-0.042120312,-0.050842151,-0.114341488,-0.036828734,0.092273202,-0.081169152,-0.241687262,0.030706945,-0.087429248,-0.051342699,-0.096861075,-0.153941857,-0.06144572,-0.183043285,-0.228142765,-0.099489213,-0.164521379,-0.206890787,-0.103768063,-0.035570688,-0.197801818,-0.264778607,-0.173930173,-0.219729221,-0.218247468,-0.16192489,-0.223006051,-0.00715508,0.36955591
TCGA-67-3770-01A,-0.235816589,-0.165664058,-0.260002901,-0.145987062,-0.226392538,-0.239115737,-0.013814592,-0.041933191,-0.034742708,-0.184102946,0.110797742,0.11740484,-0.048636331,-0.165928545,-0.311701823,-0.301095435,-0.143816376,0.014635731,-0.200169264,-0.097893685,0.022814741,-0.168050856,-0.23462106,0.01386915,-0.311215724,-0.12683443,0.272670334,-0.272844039,-0.191997093,0.002845312,0.179689842,-0.103251647,0.026577189,-0.314175602,-0.279357447,-0.022139694,-0.304094676,-0.285421248,-0.057576542,-0.313883409,-0.271958076,-0.08489384,-0.322819664,-0.273363594,-0.039848325,-0.294748269,-0.290864403,-0.050737464,0.081682365,-0.062738929,-0.086270556,0.032764602,-0.066158985,-0.030220548,0.159244225,-0.106514972,-0.157674124,0.076915275,-0.056081068,-0.076427416,0.040701769,-0.079606654,-0.093560541,0.070200371,-0.081931899,-0.090827302,0.01632339,-0.031584779,-0.068798656,0.160638904,-0.080335696,-0.126593041,0.075508992,-0.029245186,-0.074263276,0.025274225,-0.085737443,-0.087276484,-0.201156767,-0.279916515,-0.166386462,-0.232328561,-0.257219972,-0.100934162,-0.081008243,-0.145529062,-0.19307081,-0.214327027,-0.225600073,-0.182323697,-0.133962982,-0.232950387,-0.135308915,0.270864439
